constituency_type,contituency_name,candidate_name,Party Category,party_name,postal_votes,state_name,units,electioon_year,EVM_votes,rank,total_votes
General,Karimnagar,SRAVAN PEDDAPELLY,Other,Bharathiya YuvaKula Dalam,6,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,3068,11,3074
General,Karimnagar,VELCHALA RAJENDER RAO,INC,Indian National Congress,2461,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,357446,2,359907
General,Karimnagar,VENKATANARSAIAH DYAGALA @ DEGALA,Other,Independent,2,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,926,24,928
General,Karimnagar,VINOD KUMAR BOIANAPALLI,Other,Bharat Rashtra Samithi,1296,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,280867,3,282163
General,Karnal,ASHOK KATARIA,Other,Samst Samaj Party,6,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2898,9,2904
General,Karnal,ASHOK KUMAR,Other,Independent,2,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,631,20,633
General,Karnal,AZAD SINGH PUNIA,Other,Independent,2,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,703,19,705
General,Karnal,BALWAN SINGH,Other,Independent,2,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1186,15,1188
General,Karnal,DEVENDER KADIAN,Other,Jannayak Janta Party,68,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,11399,5,11467
General,Karnal,DIVYANSHU BUDHIRAJA,INC,Indian National Congress,2271,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,504437,2,506708
General,Karnal,GULSHAN KASHYAP,Other,Independent,7,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2987,8,2994
General,Karnal,HARJEET SINGH VIRK,Other,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),9,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1857,10,1866
General,Karnal,INDER SINGH,Other,Bahujan Samaj Party,98,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,32410,3,32508
General,Karnal,LEENA KOHLI,Other,Independent,11,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1281,13,1292
General,Karnal,MANISH,Other,Independent,'-,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1587,12,1587
General,Karnal,MANOHAR LAL,BJP,Bharatiya Janata Party,2003,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,737282,1,739285
General,Karnal,MANOJ BANSAL,Other,Independent,4,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,4000,6,4004
General,Karnal,MARATHA VIRENDER VERMA,Other,Nationalist Congress Party – Sharadchandra Pawar,167,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,28984,4,29151
General,Karnal,NITIN GEHLOT,Other,Peoples Party of India (Democratic),1,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1252,14,1253
General,Karnal,NOTA,Other,None of the Above,30,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,3925,7,3955
General,Karnal,ROOP SINGH,Other,Rashtriya Garib Dal,3,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,766,17,769
General,Karnal,SAWAMI AGNIVESH,Other,Independent,4,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,748,18,752
General,Karnal,SONIA,Other,Independent,5,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1846,11,1851
General,Karnal,VINEET CHOUDHARY,Other,Bharatiya Asha Party,2,Haryana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1018,16,1020
General,Karur,ABILAZAN. N,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1916,8,1921
General,Karur,ANBAZHAGAN. T,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,338,36,339
General,Karur,BABU. G,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,387,32,387
General,Karur,BANUMATHY. S,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,494,27,496
General,Karur,BASKARAN. N,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,205,48,205
General,Karur,DANIYA. P,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,165,54,165
General,Karur,DHURAIYARASAN. P,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,273,41,275
General,Karur,JAFAR ALI. A,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,368,33,371
General,Karur,JOTHIMANI. A.K,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,805,16,808
General,Karur,JOTHIMANI. S,INC,Indian National Congress,3077,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,531829,1,534906
General,Karur,JOTHIMANI. S,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,774,18,780
General,Karur,JOTHIVEL. A,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,206,47,206
General,Karur,KALAIRAJ. K,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,809,15,811
General,Karur,KANNAN. T,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,782,17,788
General,Karur,KARTHIKPERUMAL. R,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1808,9,1809
General,Karur,KARUNAMOORTHY. S,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1278,11,1278
General,Karur,KARUPPAIYA. R,Other,Naam Tamilar Katchi,541,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,86962,4,87503
General,Karur,KATHIRAVAN. P,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1445,10,1448
General,Karur,KOSAMALAR. P,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,641,21,644
General,Karur,MAHAMUNI. A,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,213,45,213
General,Karur,MAHESWARAN. A,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,589,23,590
General,Karur,MANIKANDAN. K,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,685,20,685
General,Karur,MOHAMED NAZEEM. S,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,938,12,938
General,Karur,MURALI. M,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,417,30,417
General,Karur,MURUGESAN. K,Other,Ganasangam Party of India,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,628,22,630
General,Karur,MURUGESAN. P,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,327,37,327
General,Karur,NAGESVARAN. P,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,185,53,185
General,Karur,NARENDRAKUMAR. G,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,197,50,197
General,Karur,NATRAYAN. R,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,503,26,503
General,Karur,NOTA,Other,None of the Above,101,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,8174,5,8275
General,Karur,PALANISAMY. N.A,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,934,13,934
General,Karur,PALANIVEL. P,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,350,35,350
General,Karur,PRABHU. G,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,354,34,354
General,Karur,PRASANTH. S,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,194,51,194
General,Karur,PUSHPARAJ. N,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,199,49,199
General,Karur,RAJAPANDIAN. K,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,207,46,209
General,Karur,REGIS THIYAGARAJAN. V.G.A,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,570,24,572
General,Karur,SAKTHIVEL. N,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,414,31,415
General,Karur,SAKTHIVEL. R,Other,Independent,22,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2391,7,2413
General,Karur,SANKARAN. S,Other,Bahujan Samaj Party,15,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2665,6,2680
General,Karur,SATHASIVAM. R,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,728,19,729
General,Karur,SATHIS KUMAR. C,Other,Independent,9,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,258,42,267
General,Karur,SATHISH. P,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,241,44,244
General,Karur,SATHISHKUMAR. S,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,304,39,306
General,Karur,SENTHILNATHAN. V.V,BJP,Bharatiya Janata Party,965,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,101517,3,102482
General,Karur,SHANMUGAM. N,Other,Samaniya Makkal Nala Katchi,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,924,14,929
General,Karur,SIVAKUMAR. V,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,150,55,151
General,Karur,SOWMIYA. R,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,307,38,310
General,Karur,SUBASH MALAYALAM. T,Other,Independent,'-,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,186,52,186
General,Karur,THANGAVEL. L,Other,All India Anna Dravida Munnetra Kazhagam,1881,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,366209,2,368090
General,Karur,THIRUGNANAM. M,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,253,43,258
General,Karur,UMADEVI. S,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,452,28,453
General,Karur,VARADAN. M,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,428,29,429
General,Karur,VINCENT. F,Other,Anti Corruption Dynamic Party,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,510,25,515
General,Karur,VINOTH KUMAR. N,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,273,40,276
General,Kasaragod,ANEESH PAYYANNUR,Other,Independent,15,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,744,8,759
General,Kasaragod,BALAKRISHNAN N,Other,Independent,34,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,594,9,628
General,Kasaragod,M.L ASHWINI,BJP,Bharatiya Janata Party,1562,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,217996,3,219558
General,Kasaragod,M.V BALAKRISHNAN MASTER,Other,Communist Party of India (Marxist),4041,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,385969,2,390010
General,Kasaragod,MANOHARAN K,Other,Independent,27,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,777,7,804
General,Kasaragod,N KESHAVA NAYAK,Other,Independent,27,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,480,10,507
General,Kasaragod,NOTA,Other,None of the Above,75,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,7037,4,7112
General,Kasaragod,RAJESWARI K.R,Other,Independent,11,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,886,6,897
General,Kasaragod,RAJMOHAN UNNITHAN,INC,Indian National Congress,3022,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,487637,1,490659
General,Kasaragod,SUKUMARI M,Other,Bahujan Samaj Party,13,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,1599,5,1612
General,Katihar,BINDU KUMARI,Other,Samaj Shakti Party,18,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,5866,10,5884
General,Katihar,DULAL CHANDRA GOSWAMI,Other,Janata Dal (United),1030,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,516199,2,517229
General,Katihar,GOPAL KUMAR MAHTO,Other,Bahujan Samaj Party,46,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,14452,4,14498
General,Katihar,GYANESHWAR SOREN,Other,Independent,10,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,12307,5,12317
General,Katihar,KHALID MOBARAK,Other,Independent,43,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,10828,6,10871
General,Katihar,MARANG HANSADA,Other,Peoples Party of India (Democratic),14,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,5875,9,5889
General,Katihar,NOTA,Other,None of the Above,73,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,22866,3,22939
General,Katihar,RAJ KUMAR MANDAL,Other,Rashtriya Jansambhavna Party,14,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,8473,7,8487
General,Katihar,TARIQ ANWAR,INC,Indian National Congress,2067,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,565025,1,567092
General,Katihar,VISHNU SINGH,Other,Bharat Jago Janta Party,37,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,6303,8,6340
General,Kaziranga,ABDUL HOQUE,Other,Independent,46,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,6395,8,6441
General,Kaziranga,ANIMA DEKA GUPTA,Other,Voters Party International,32,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,8641,6,8673
General,Kaziranga,BINOD GOGOI,Other,Independent,54,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,10625,5,10679
General,Kaziranga,DILUWARA BEGUM CHOWDHURY,Other,Independent,24,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,11719,4,11743
General,Kaziranga,JYOTISKA RANJAN GOSWAMI,Other,Independent,44,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,4494,9,4538
General,Kaziranga,KAMAKHYA PRASAD TASA,BJP,Bharatiya Janata Party,4277,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,892766,1,897043
General,Kaziranga,NOTA,Other,None of the Above,219,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,24212,3,24431
General,Kaziranga,ROSELINA TIRKEY,INC,Indian National Congress,1973,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,646123,2,648096
General,Kaziranga,SAILEN CH MALAKAR,Other,Bharatiya Gana Parishad,22,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,3698,10,3720
General,Kaziranga,SALEH AHMED MAZUMDAR,Other,Republican Party of India (Athawale),19,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,3160,12,3179
General,Kaziranga,SALIM AHMED,Other,Asom Jana Morcha,23,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,3243,11,3266
General,Kaziranga,TRIDIV JYOTI BHUYAN,Other,Independent,37,Assam,"EVM_votes, postal_votes, total_votes in absolute number",2024,8091,7,8128
General,Kendrapara,ANSHUMAN MOHANTY,Other,Biju Janata Dal,1488,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,547681,2,549169
General,Kendrapara,BAIJAYANT PANDA,BJP,Bharatiya Janata Party,2789,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,612916,1,615705
General,Kendrapara,NOTA,Other,None of the Above,8,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,5807,4,5815
General,Kendrapara,PRANGYAN PRAKASH MOHAPATRA,Other,Odisha Janata Party,2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,910,11,912
General,Kendrapara,PRATAP CHANDRA MOHANTY,Other,Independent,7,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1088,10,1095
General,Kendrapara,SANTOSH KUMAR PATRA,Other,Independent,3,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1370,9,1373
General,Kendrapara,SEKHA SADIKA HOSEN,Other,Bahujan Samaj Party,7,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1845,6,1852
General,Kendrapara,SIDHARTH SWARUP DASH,INC,Indian National Congress,237,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,94595,3,94832
General,Kendrapara,SOUBHAGYA KETAN SAMAL,Other,Socialist Unity Centre Of India (COMMUNIST),2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,3393,5,3395
General,Kendrapara,SRIRAM PANDEY,Other,Independent,2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1397,8,1399
General,Kendrapara,SUPRAVA DAS,Other,Akhil Bhartiya Parivar Party,2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1559,7,1561
General,Khadoor Sahib,AJIT SINGH,Other,Independent,7,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2528,14,2535
General,Khadoor Sahib,AMRITPAL SINGH,Other,Independent,1830,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,402600,1,404430
General,Khadoor Sahib,ANOKH SINGH KATWAL,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2766,12,2769
General,Khadoor Sahib,ARUN KUMAR,Other,Independent,3,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,2522,15,2525
General,Khadoor Sahib,CHAIN SINGH BAINKA,Other,Aas Punjab Party,11,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,6728,7,6739
General,Khadoor Sahib,DILBAGH SINGH,Other,All India Mazdoor Party (Rangreta),11,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,1363,25,1374
General,Khadoor Sahib,GURDIAL SINGH,Other,Communist Party of India,7,Punjab,"EVM_votes, postal_votes, total_votes in absolute number",2024,3945,10,3952
