constituency_type,contituency_name,candidate_name,Party Category,party_name,postal_votes,state_name,units,electioon_year,EVM_votes,rank,total_votes
General,Kallakurichi,JEEVANRAJ N,Other,Bahujan Samaj Party,21,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,3075,8,3096
General,Kallakurichi,KAMALAKANNAN M,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,629,16,630
General,Kallakurichi,KUMARAGURU N,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2226,11,2227
General,Kallakurichi,KUMARAGURU R,Other,All India Anna Dravida Munnetra Kazhagam,2228,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,505577,2,507805
General,Kallakurichi,MALAIYARASAN D,Other,Dravida Munnetra Kazhagam,3243,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,558346,1,561589
General,Kallakurichi,MAYILAMPARAI MARI A,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2891,9,2892
General,Kallakurichi,MURUGESAN M,Other,Independent,2,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2223,12,2225
General,Kallakurichi,NATTANMAI GUNASEKARANA A.S,Other,Anna Makkal Katchi,8,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2497,10,2505
General,Kallakurichi,NOTA,Other,None of the Above,181,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,8351,5,8532
General,Kallakurichi,PALANIYAMMAL S,Other,Desiya Makkal Sakthi Katchi,15,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,533,18,548
General,Kallakurichi,PRABU C,Other,Independent,7,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,4268,6,4275
General,Kallakurichi,RAJAMANICKAM C,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,398,22,399
General,Kallakurichi,RAJASEKAR K,Other,Independent,10,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,501,20,511
General,Kallakurichi,SIGAMANI A,Other,Independent,27,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,515,19,542
General,Kallakurichi,SUBRAMANIAN R K,Other,Independent,4,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,868,13,872
General,Kallakurichi,VENKATRAMAN J,Other,Naadaalum Makkal Katchi,4,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,687,15,691
General,Kalyan,ABHIJIT WAMANRAO BICHUKALE,Other,Independent,1,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1823,12,1824
General,Kalyan,ADV. HITESH JAIKISHAN JESWANI,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,712,24,715
General,Kalyan,AJAY SHYAM MORYA,Other,Independent,4,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1798,13,1802
General,Kalyan,AMIT UPADHYAY,Other,Right to Recall Party,20,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,4185,6,4205
General,Kalyan,AMRISH RAJ MORAJKAR,Other,Independent,4,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2616,8,2620
General,Kalyan,ARUN BHAURAO NITURE,Other,Rashtriya Kisan Bahujan Party,2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2751,7,2753
General,Kalyan,ARUN VAMAN JADHAV,Other,Independent,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1077,18,1082
General,Kalyan,ASHWINI AMOL KENDRE,Other,Independent,7,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,2461,9,2468
General,Kalyan,CHANDRAKANT RAMBHAJI MOTE,Other,Independent,2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1378,16,1380
General,Kalyan,DNYANESHWAR LOKHANDE MAHARAJ,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,738,23,741
General,Kalyan,DR SHRIKANT EKNATH SHINDE,Other,Shiv Sena,1715,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,587921,1,589636
General,Kalyan,DR. SACHIN SAHEBRAO PATIL,Other,Independent,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,346,29,351
General,Kalyan,GAWALI PRAVIN SHIVAJI,Other,Apni Prajahit Party,2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1080,18,1082
General,Kalyan,HINDURAO DADU PATIL,Other,Rashtriya Maratha Party,7,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1236,17,1243
General,Kalyan,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Other,Vanchit Bahujan Aaghadi,44,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,18697,3,18741
General,Kalyan,MOHAMMAD YUSUF KHAN,Other,Independent,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,648,25,653
General,Kalyan,NAFIS AHMED ANSARI,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1997,10,2000
General,Kalyan,NOTA,Other,None of the Above,83,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,11603,4,11686
General,Kalyan,POONAM JAGANNATH BAISANE,Other,Bahujan Republican Socialist Party,5,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1376,15,1381
General,Kalyan,PRAJAKTA NILESH YELVE,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,780,22,783
General,Kalyan,PRASHANT RAMESH INGLE,Other,Bahujan Samaj Party,56,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,11285,5,11341
General,Kalyan,RAKESH KUMAR DHISULAL JAIN,Other,Independent,3,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,599,26,602
General,Kalyan,SALIMUDDIN KHALILUDDIN SHAIKH,Other,Independent,1,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,370,28,371
General,Kalyan,SAMBHAJI JAGANNATH JADHAV,Other,Sanyukt Bharat Paksh,2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1607,14,1609
General,Kalyan,SHIVA KRISHNAMURTI IYER,Other,Independent,2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,435,27,437
General,Kalyan,SHRIDHAR NARAYAN SALVE,Other,Bhim Sena,4,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1068,20,1072
General,Kalyan,SHRIKANT SHIVAJI VANJARE,Other,Peoples Party of India (Democratic),2,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,806,21,808
General,Kalyan,SUSHILA KASHINATH KAMBLE,Other,Bahujan Samaj Party (Ambedkar),11,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,1847,11,1858
General,Kalyan,VAISHALI DAREKAR - RANE,Other,Shiv Sena (Uddhav Balasaheb Thackrey),1256,Maharashtra,"EVM_votes, postal_votes, total_votes in absolute number",2024,379236,2,380492
General,Kandhamal,ACHYUTANANDA SAMANTA,Other,Biju Janata Dal,1400,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,393644,2,395044
General,Kandhamal,AMIR CHAND NAYAK,INC,Indian National Congress,1011,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,143311,3,144322
General,Kandhamal,BHAGIRATHI BALIARSINGH,Other,Manas Lokshakti Dal,1,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,7329,5,7330
General,Kandhamal,HARIBANDHU BEHERA,Other,Bahujan Samaj Party,16,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,5121,7,5137
General,Kandhamal,KANAK MANJARI RATH,Other,Independent,4,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,5201,6,5205
General,Kandhamal,NOTA,Other,None of the Above,29,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,15691,4,15720
General,Kandhamal,PARSURAM PRADHAN,Other,Kalinga Sena,11,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,2770,9,2781
General,Kandhamal,SUBASH MOHAPATRA,Other,National Jan Dal,4,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,4133,8,4137
General,Kandhamal,SUKANTA KUMAR PANIGRAHI,BJP,Bharatiya Janata Party,3095,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,413320,1,416415
General,Kangra,ACHAL SINGH,Other,Independent,54,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,491,11,545
General,Kangra,ADVOCATE SANJAY SHARMA,Other,Independent,15,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2304,5,2319
General,Kangra,ANAND SHARMA,INC,Indian National Congress,6552,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,374346,2,380898
General,Kangra,BHUVNESH KUMAR,Other,Rashtriya Devbhumi Party,55,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,701,9,756
General,Kangra,DEV RAJ BHARDWAJ,Other,Rashtriya Samaj Dal (R),19,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,588,10,607
General,Kangra,DR KEHAR SINGH,Other,Independent,49,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2129,6,2178
General,Kangra,DR RAJEEV BHARDWAJ,BJP,Bharatiya Janata Party,10311,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,622482,1,632793
General,Kangra,JEEVAN KUMAR,Other,Akhil Bhartiya Parivar Party,35,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1441,7,1476
General,Kangra,NARAIN SINGH DOGRA,Other,Himachal Janta Party,46,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1125,8,1171
General,Kangra,NOTA,Other,None of the Above,112,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6260,4,6372
General,Kangra,REKHA CHAUDHARY,Other,Bahujan Samaj Party,275,Himachal Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7478,3,7753
General,Kannauj,AKHILESH YADAV,Other,Samajwadi Party,2085,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,640207,1,642292
General,Kannauj,ALOK VERMA,Other,Rashtriya Shoshit Samaj Party,8,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4484,5,4492
General,Kannauj,BHANU PRATAP SINGH DOHRE,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1430,9,1432
General,Kannauj,IMRAN BIN ZAFAR,Other,Bahujan Samaj Party,168,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,81471,3,81639
General,Kannauj,IRFAN ALI,Other,Independent,7,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,463,16,470
General,Kannauj,LALIT KUMARI,Other,Independent,5,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3262,6,3267
General,Kannauj,NOTA,Other,None of the Above,13,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4805,4,4818
General,Kannauj,PRAMOD KUMAR YADAV,Other,Bhartiya Krishak Dal,3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,557,14,560
General,Kannauj,PURUSHOTTAM TIWARI,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,541,15,543
General,Kannauj,RAJ KATHERIA,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1463,8,1464
General,Kannauj,SHAILENDRA KUMAR,Other,Bharatiya Kisan Parivartan Party,10,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1141,10,1151
General,Kannauj,SINOD KUMAR,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1732,7,1733
General,Kannauj,SUBHASH CHANDRA,Other,All India Forward Bloc,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,799,12,801
General,Kannauj,SUBRAT PATHAK,BJP,Bharatiya Janata Party,1239,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,470131,2,471370
General,Kannauj,SUNIL,Other,Bhartiya Shakti Chetna Party,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,738,13,739
General,Kannauj,YADVENDRA KISHOR,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1061,11,1062
General,Kanniyakumari,ANTONY MICHAEL J,Other,Independent,9,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,166,23,175
General,Kanniyakumari,AYYAPPAN V,Other,Independent,15,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,358,18,373
General,Kanniyakumari,BALASUBRAMANIAN T,Other,Independent,25,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,2047,8,2072
General,Kanniyakumari,BERRILA L,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,3256,7,3262
General,Kanniyakumari,DENNISON V,Other,Independent,4,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1274,10,1278
General,Kanniyakumari,DR TOM MANOHAR C M,Other,Punnagai Desam Party,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1034,11,1040
General,Kanniyakumari,ESAKKIMUTHU N,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,435,17,441
General,Kanniyakumari,GEETA M,Other,Thakkam Katchi,24,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,528,14,552
General,Kanniyakumari,KRISHNAN P,Other,Independent,4,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,250,21,254
General,Kanniyakumari,MARIA JENNIFER CLARA MICHAEL,Other,Naam Tamilar Katchi,828,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,51893,3,52721
General,Kanniyakumari,NAGOOR MEERAN PEER MOHAMED U,Other,Independent,3,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,4412,5,4415
General,Kanniyakumari,NOTA,Other,None of the Above,76,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,3680,6,3756
General,Kanniyakumari,PASILIAN NAZERATH,Other,All India Anna Dravida Munnetra Kazhagam,466,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,40927,4,41393
General,Kanniyakumari,RADHAKRISHNAN P,BJP,Bharatiya Janata Party,4718,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,361623,2,366341
General,Kanniyakumari,RAJAN SINGH,Other,Bahujan Dravida Party,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,592,13,598
General,Kanniyakumari,RAMESHKUMAR J L,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,464,16,465
General,Kanniyakumari,SANTHAKUMAR N,Other,Independent,6,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,521,15,527
General,Kanniyakumari,SARAVANAN N,Other,Samaniya Makkal Nala Katchi,7,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,308,19,315
General,Kanniyakumari,SATHISH BABU P,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,747,12,748
General,Kanniyakumari,VENKADESH S C,Other,Independent,1,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,187,22,188
General,Kanniyakumari,VIJAYAKUMAR (Alias) VIJAY VASANTH,INC,Indian National Congress,5981,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,540267,1,546248
General,Kanniyakumari,VIJAYAN G,Other,Bahujan Samaj Party,16,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,1607,9,1623
General,Kanniyakumari,VINO JEBA SEELAN T,Other,Independent,5,Tamil Nadu,"EVM_votes, postal_votes, total_votes in absolute number",2024,265,20,270
General,Kannur,C. BALAKRISHNAN YADAV,Other,Independent,25,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,279,13,304
General,Kannur,C. RAGHUNATH,BJP,Bharatiya Janata Party,1524,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,118352,3,119876
General,Kannur,JAYARAJ,Other,Independent,10,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,478,9,488
General,Kannur,JAYARAJAN S/O. VELAYUDHAN,Other,Independent,4,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,421,10,425
General,Kannur,JOY JOHN PATTAR MADATHIL,Other,Independent,2,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,616,8,618
General,Kannur,K. SUDHAKARAN,INC,Indian National Congress,6258,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,512266,1,518524
General,Kannur,K. SUDHAKARAN S/O. KRISHNAN,Other,Independent,19,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,990,6,1009
General,Kannur,M.V. JAYARAJAN,Other,Communist Party of India (Marxist),6928,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,402614,2,409542
General,Kannur,NARAYANA KUMAR,Other,Independent,45,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,263,12,308
General,Kannur,NOTA,Other,None of the Above,155,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,8718,4,8873
General,Kannur,RAMACHANDRAN BAVILEERI,Other,Bharatheeya Jawan Kisan Party,43,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,2606,5,2649
General,Kannur,SUDHAKARAN. K S/O. P GOPALAN,Other,Independent,3,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,893,7,896
General,Kannur,VADI HAREENDRAN,Other,Independent,54,Kerala,"EVM_votes, postal_votes, total_votes in absolute number",2024,289,11,343
General,Kanpur,AJAY KUMAR MISHRA,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,671,8,672
General,Kanpur,ALOK MISHRA,Other,Independent,12,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1186,6,1198
General,Kanpur,ALOK MISRA,INC,Indian National Congress,2618,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,419469,2,422087
General,Kanpur,ARVIND KUMAR SRIVASTAVA,Other,Independent,4,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,394,10,398
General,Kanpur,ASHOK PASWAN ADVOCATE,Other,Sabhi Jan Party,5,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1969,5,1974
General,Kanpur,KULDEEP BHADAURIYA,Other,Bahujan Samaj Party,189,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,11843,3,12032
General,Kanpur,MANOJ KUMAR,Other,Independent,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,776,7,778
General,Kanpur,NOTA,Other,None of the Above,69,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4048,4,4117
General,Kanpur,PRASHAST DHEER,Other,All India Forward Bloc,3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,462,9,465
General,Kanpur,RAMESH AWASTHI,BJP,Bharatiya Janata Party,2446,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,440609,1,443055
General,Kanpur,SANJAY SINGH,Other,"Proutist Bloc, India",2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,348,11,350
General,Kanpur,VALENDRA KATIYAR,Other,Socialist Unity Centre Of India (COMMUNIST),3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,267,12,270
General,Kanthi,ADHIKARI SOUMENDU,BJP,Bharatiya Janata Party,5289,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,757906,1,763195
General,Kanthi,ARJUN KUMAR MAITY,Other,Independent,40,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,504,10,544
General,Kanthi,BIDESH BASU MAITY,Other,Independent,21,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,5633,5,5654
General,Kanthi,MAKHAN LAL MAHAPATRA,Other,Bahujan Samaj Party,12,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,1792,8,1804
General,Kanthi,MANAS PRADHAN,Other,Socialist Unity Centre Of India (COMMUNIST),40,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,2489,6,2529
General,Kanthi,MD AHAMADULLAH KHAN,Other,Independent,56,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,530,9,586
General,Kanthi,NOTA,Other,None of the Above,59,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,8075,4,8134
General,Kanthi,URBASI BANERJEE,INC,Indian National Congress,385,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,30737,3,31122
General,Kanthi,UTTAM BARIK SON OF LATE BIRENDRA BARIK,Other,All India Trinamool Congress,5668,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,709763,2,715431
General,Kanthi,UTTAM BARIK SON OF LATE NARAYAN BARIK,Other,Independent,35,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,1963,7,1998
General,Karakat,AJEET KUMAR SINGH,Other,Peoples Party of India (Democratic),19,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,9634,8,9653
General,Karakat,AVADHESH PASAWAN,Other,Bharatiya Aam Awam Party,58,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,5527,12,5585
General,Karakat,DHEERAJ KUMAR SINGH,Other,Bahujan Samaj Party,108,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,23549,4,23657
General,Karakat,INDRA RAJ ROUSHAN,Other,Independent,9,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,6315,10,6324
General,Karakat,NOTA,Other,None of the Above,47,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,21548,5,21595
General,Karakat,PAWAN SINGH,Other,Independent,1177,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,273546,2,274723
General,Karakat,PRADEEP KUMAR JOSHI,Other,Rashtra Sewa Dal,28,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,5891,11,5919
General,Karakat,PRAYAG PASWAN,Other,Socialist Unity Centre Of India (COMMUNIST),5,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,4641,14,4646
General,Karakat,PRIYANKA PRASAD CHOUDHARY,Other,All India Majlis-E-Ittehadul Muslimeen,23,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,10983,7,11006
General,Karakat,RAJA RAM SINGH,Other,Communist Party of India (Marxist-Leninist) (Liberation),1659,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,378922,1,380581
General,Karakat,RAJA RAM SINGH,Other,Independent,26,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,21357,6,21383
General,Karakat,RAJESHWAR PASWAN,Other,Akhil Hind Forward Bloc (Krantikari),3,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,5003,13,5006
General,Karakat,UPENDRA KUSHWAHA,Other,Rashtriya Lok Morcha,788,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,253088,3,253876
General,Karakat,VIKASH VINAYAK,Other,Jan Janwadi Party,3,Bihar,"EVM_votes, postal_votes, total_votes in absolute number",2024,7661,9,7664
General,Karimnagar,ABBADI BUCHI REDDY,Other,Independent,10,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,11602,4,11612
General,Karimnagar,AKSHAY KUMAR MEKALA,Other,Independent,5,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2219,15,2224
General,Karimnagar,ANILREDDY KADTHALA,Other,National Nava Kranthi Party,7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2747,13,2754
General,Karimnagar,ANOSE KATKOORI,Other,Independent,7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,8699,7,8706
General,Karimnagar,ARUNA THALLAPALLY,Other,Alliance of Democratic Reforms Party,21,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,9043,5,9064
General,Karimnagar,ASHOK PANCHIKA,Other,Social Justice Party of India,10,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1914,17,1924
General,Karimnagar,BANDI SANJAY KUMAR,BJP,Bharatiya Janata Party,6289,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,578827,1,585116
General,Karimnagar,CHEEKOTI VARUN KUMAR GUPTA,Other,Telugu Congress Party,7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,783,27,790
General,Karimnagar,CHILUVERU SRIKANTH,Other,Dharma Samaj Party,33,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2553,14,2586
General,Karimnagar,CHINTHA ANILKUMAR,Other,Pyramid Party of India,7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,823,26,830
General,Karimnagar,DEVUNOORI SRINIVASU,Other,Independent,'-,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,465,29,465
General,Karimnagar,GADDA SATHISH,Other,Independent,9,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2936,12,2945
General,Karimnagar,GATTAIAH YADAV BARIGE,Other,Independent,6,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1688,19,1694
General,Karimnagar,GAVVALA LAXMI,Other,Independent,6,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1738,18,1744
General,Karimnagar,GUDISHE MOHAN,Other,Independent,3,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1471,21,1474
General,Karimnagar,JOURNALIST VIKRAM REDDY VEMULAA,Other,Independent,6,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,2090,16,2096
General,Karimnagar,KOTA SHYAM KUMAR,Other,Independent,12,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,8744,6,8756
General,Karimnagar,MANASA PERALA,Other,Independent,19,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1106,22,1125
General,Karimnagar,MAREPALLI MOGILAIAH,Other,Bahujan Samaj Party,99,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,8010,8,8109
General,Karimnagar,NOTA,Other,None of the Above,65,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,5373,9,5438
General,Karimnagar,PODISHETTI SAMMAIAH,Other,Bahujan Mukti Party,'-,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,994,23,994
General,Karimnagar,RAJENDER POTHURI,Other,Independent,7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,3250,10,3257
General,Karimnagar,RANAPRATAP GATTU,Other,Socialist Party (India),7,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,1606,20,1613
General,Karimnagar,RAPOLE RAMKUMAR BHARADWAJ,Other,Independent,3,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,572,28,575
General,Karimnagar,SHIVARATRI SRINIVAS,Other,Independent,2,Telangana,"EVM_votes, postal_votes, total_votes in absolute number",2024,887,25,889
